id,text_ko,text_en
42693,마지막에 눈물이 흐를뻔... 너무 감동적이고 재미있는 영화,"Nearly cried at the end... so moving, and so much fun."
43106,재미 끝내주는구만 CG발전도 대단하고 뭔 1점짜리가 알바생들 엄청 몰려왔네 ㅋㅋㅋㅋ,"Outrageously fun, the CG has come so far — and apparently the 1-point shill brigade has arrived in force ㅋㅋㅋㅋ"
43233,감동적!! 가끔씩 음악을 들었을 애 아들의 반응으로 피식 웃음이 나오는 영화였어요.,Moving!! And the son's reactions to the music made me chuckle the whole way.
43270,한국 영화의 정점 의리!!,The pinnacle of Korean cinema: LOYALTY!!
43484,기억에 지우고싶은영화~ 차라리안봤으면,A film I'd erase from memory~ wish I hadn't watched.
43530,과거 김희선에 버금가는 충무로의 부도보증수표 김태희.ㅋㅋ 서울대 브레인과 정반대로 작품고르는 안목.센스 완전저질이네. 게다가 발연기... 지루.짜증 그자체임.,"Kim Tae-hee: heir to Kim Hee-sun as Chungmuro's guaranteed flop. SNU brain, polar-opposite taste in scripts. Plus that acting... Boring and irritating, the full package."
43568,B급무비.좀비물을 볼줄 모르는 허접들은 이 영화를 논하지말거라.이블데드라도 보고와,"B-movie. If you can't read zombie films, you're not qualified to discuss this one. Go watch Evil Dead first."
43732,괜히봄 연기도 별로 연출도 별로 시나리오도 엉성.... 모 어쩌라고ㅡㅡ 제작비는 적게들었겠네,Shouldn't have bothered. Acting: meh. Direction: meh. Script: flimsy.... what do you want from me ㅡㅡ at least it looks cheap.
43744,3류독립영화보다못한영화 그냥보는 내내답답한 영화 시간낭비 스릴러냐이게 드라마지 10년만에 흉내도못내는지루함 졸려 빨리보기로 5분보면 내용다알어 돈아까워!!!,Worse than a third-rate indie. Suffocating throughout. 'Thriller'? It's a soap. Sleepy. Watch on fast-forward — five minutes tells you everything. My money!!
44063,정말 최고의 영화 강추,Truly the best film. Strongly recommend.
44113,몇 번을 봐도 소름 돋는다,Goosebumps every single rewatch.
44241,열린입이라고 남드라마헐뜯고하는거아니야^^;이해못하는걸 왜남탓을하지?이해안되네,"'Open-minded' my foot — trashing other people's dramas ^^; if you don't get it, why blame others? Beyond me."
44309,영화가 줄 수 있는 감동은 이런것이다. 두근두근내인생 감독 보고 있나,"THIS is the emotion a film can give. 'Thump-Thump My Life' director, are you watching?"
44424,주·조연들의 어색한 연기가 소름끼치게 무섭다. 기자로 나온 여자의 딕션도 무섭다. 15분 정도 보다가 나왔다.,The leads' awkward acting is the real horror. The reporter's diction too. Walked out after 15 minutes.
44511,생각했던거 이상으로 재미있게 봤네요...스릴도있고 반전도 있고 여느 한국영화 쓰레기들하고는 차원이 다르네요~제점수는요^~?100점만점에 95점드려요~~,"Way better than expected... thrills, twists — a different species from the usual trash heap~ My score? 95 out of 100~~"
44634,인간 사랑 본능 절제 탐욕 욕구 진실 짜증 -0-.,Humanity. Love. Instinct. Restraint. Greed. Desire. Truth. Irritation. -0-.
44842,엄석대 같은 놈을 동경하는 사람들이 더 이상 안나왔으면 좋겠습니다.. 저건 절대로 멋있는게 아닙니다 차라리 한병태처럼 순수한게 나을지도 ...,I hope we stop producing people who idolize guys like Eom Seok-dae.. that is NOT cool. Better to stay decent like Han Byeong-tae...
44972,시리즈 중 최악의 졸작,The worst dud of the series.
45063,"2001년 원작, das experiment가 몇배는 재미있습니다. 헐리우드 리메이크는 쓰레기네요.","The 2001 original, Das Experiment, is several times better. The Hollywood remake is garbage."
45109,정말 재미있었던.. ^^ 제시카 알바 너무 이뻐요~,Really fun.. ^^ and Jessica Alba is beautiful~
45238,난 재밌게봤음 시시한걸못느낌,I had fun — never felt the 'meh' everyone mentions.
45499,저는 잔잔하고 감성있는게 좋게 봤는데요^^,Quiet and full of feeling — exactly my kind of film ^^
45666,가슴이 따뜻해져오는 기회를 주셔서 고마워여^^,Thank you for the chance to feel my heart grow warm ^^
45714,진짜 노잼....연기자들도 별로고 내용도 이상해요,"Genuinely zero fun.... weak cast, weird story."
45783,액션만 그나마 괜찮은듯.. 유치작렬ㅋㅋㅋ 배우들도 내내 웃겨서 연기 어떻게 했을지 의문 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"Only the action holds up.. peak cheese ㅋㅋㅋ the actors must have been laughing between takes, how did they even film this ㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
45983,휴~이래서 한국영화는 희망이없어~ㅉㅉ,Sigh~ THIS is why Korean cinema is hopeless~ tsk tsk.
46248,안보면 인생을 낭비하는 것과 같다.,Not watching this is wasting your life.
46316,낮에봐도 방음된곳에서 소리키우고 보면 소름이 쫙쫙..초등학생때 후속작의 충격이 컸는데 지금도 대단하단 말밖에.. 근데 줄거리소개에 내용이 다적혀있는건 뭐지,"Watch it in daylight, soundproofed, volume up — chills up and down.. the sequel shocked me as a kid, and it still holds. But why does the synopsis spoil the entire plot?"
46452,시간을 달리는소녀에 이어 명작 애니탄생,"After The Girl Who Leapt Through Time, another classic anime is born."
46482,열심히하세요~~! 화이팅~!,Keep at it~~! Fighting~!
46511,알이씨라는 명작에 먹칠을 했네,They smeared mud on the masterpiece that is REC.
46605,재미 없네요 ㅎㅎ,"Not fun, sorry ㅎㅎ"
46611,보는데 심장만 두근두근만약 배우들이 수화를 하지 않았다면흔히 볼법한 영화기도 했을것같다. 그래도 그 짜릿함이 쉽게 가시진 않는다.,"My heart raced the whole time. If the actors hadn't been signing, it might have been an ordinary film — but that electricity doesn't fade easily."
46627,『아메리칸 뷰티』라 쓰고 『걸작』이라 읽는다!,"Spelled 'American Beauty,' pronounced 'masterpiece'!"
46674,더빙 목소리연기가 너무 발연기임..왜 괜찮은 배우들과 성우들 두고 아이돌을 쓰는지 모르겠다. 미국판은 제임스 맥어보이 에밀리 블런트던데..,The dubbed voice acting is atrocious.. why hire idols over real actors and voice actors? The US version got James McAvoy and Emily Blunt..
46799,정신병자 이야기. 참 못살렸다~,A story about a disturbed man. Badly told~
46816,유희열짱!! 리더쉽짱! 매력덩어리!! 프로그램의 핵심!! 라마인형에 꽂힌 모습도 너무 매력적이에요~~나영석피디님 이렇게 좋은 프로그램 만들어주셔서 감사해요,"Yoo Hee-yeol is the best!! Leadership! Pure charm!! The heart of the show!! Even his llama-doll obsession is endearing~~ PD Na Yeong-seok, thank you for making this."
46844,이런 영화가 사람의 마음을 움직이게 하는거죠~ 좋은 영화 감사드립니다.,Films like this are the ones that move people~ thank you for a good one.
47159,"마이너스를 줄수만 있으면........난오늘부터 장래희망은 감독이다,",If only I could give minus points........ as of today my dream job is 'director.'
47405,오늘의 유머 화이팅!,"'Today's Humor', fighting!"
47464,가슴이 따뜻해지는 드라마 ㅠㅠ,A drama that warms you straight through ㅠㅠ
47750,장난놀자는거지? 애들한테보여주면안될영화. 눈물나는 3D...(?) 장난놀자는거지.,"Is this a prank? Do NOT show this to kids. Tear-jerking 3D...(?) Seriously, a prank."
47773,말이 필요없는 작품인듯.. 진짜 엄청 비싸게 주고 보는 왠만한 공연들보다 훨 나은거같다,A work beyond words.. honestly better than most stage shows you'd pay a fortune for.
47955,정말행복했다... 계속미소지으면서봐서 보조개가아프네 ㅎㅎ,I was so happy... smiled so long my dimples hurt ㅎㅎ
47997,우리나라걸 리메이크했지만 더 재밌고 눈물나고 즐거운 영화. 리즈 넘 귀엽다,"A remake of OUR film — and somehow funnier, weepier, happier. Reese is adorable."
48323,"97년 가을, 서울극장. 영화가 끝난 후에도 한참동안이나 자리를 뜨지 못했다. 짙은 여운. 피씨통신 시대의 감수성. 최고의 멜로영화. 그 시절이 그립다.","Autumn 1997, Seoul Theater. Long after it ended, I couldn't leave my seat. That deep afterglow. PC-comms-era feelings. The greatest melodrama. I miss those days."
48338,겉만 그럴싸한 삼류 킬링타임 영화,A glossy shell around a third-rate time-killer.
48389,기대안하고 봤는데 생각보다 재밌었어요 ㅎㅎ 보드를 정말 끝내주게 잘 타네요 ㅎ,Went in with no expectations — better than expected ㅎㅎ and the snowboarding is absurdly good ㅎ
48470,꿀잼이네요. 15년전 영화인데 지금 봐도 잼있네요ㅋㅋ,Pure fun. Fifteen years old and it still holds up ㅋㅋ
48575,널리고 널린 로맨틱코미디영화들이 새삼 감사해진다.,Suddenly grateful for every generic rom-com out there.
48618,역시 말한마디의 차이인가 날짜별로 틀리군..,One word really does make the difference — the dates don't even line up..
48674,오 이런젠장 우주전쟁2가아니라 스카이모퍼라는 영화네요 하늘이시여 정말감사합니다ㅠㅠ 우주전쟁시리즈를 살렸어,"Oh thank heavens — it's not War of the Worlds 2, it's something called 'Sky-morpher.' Truly, thank you ㅠㅠ the franchise is saved."
48702,"차라리 4편에서 죽었더라면 행복했을,그 스모모모형사님.정말 불쌍하기까지하다.",Detective Sumomomo would have died happier in part 4. I actually pity him.
49279,마지막 마리모 이야기 보면서 펑펑 울었다.,I sobbed through the final marimo story.
49297,내용이 이해가 되야 재미를 느끼지.. 갈수록 내용이 뭔지도 모르고 지루함과 억지 공포유발장면만 나오는게 이걸 왜 만든건지 알수가 없다...,You have to understand a story to enjoy it.. this gets less and less coherent — just boredom and strained jump scares. Why does this exist...
49307,완전 몰입해서 봤던.... 마지막 반전 ㅠㅠ..,Completely absorbed.... and that final twist ㅠㅠ..
49327,모탈컴뱃을 인상깊게 플래이한 고어 매니아 마이클베이의 욕구를 로봇으로 표현한 영화. 그 이상도 이하도 아님.,"Michael Bay's gore-gamer id, expressed through robots. Nothing more, nothing less."
49502,"1,2 편 모두 재미있게 봤어요 1은 좀 울었슴",Loved both 1 and 2 — cried a little at the first one.
49528,옛날에보았을때도재미없었지만지금다시봐도정말슈퍼전대란이름꺼내기가부끄럽다.,It was bad back then and it's bad now — an embarrassment to the Super Sentai name.
49644,신파극이 될 수도 있는 줄거리를 유머와 희망으로 근사하게 만들었다. 계속 헤엄쳐~는 덤 ㅎㅎ,"A plot that could have been pure melodrama, made graceful with humor and hope. 'Just keep swimming~' as a bonus ㅎㅎ"
49885,어릴때봤던거라 제목도모르고봤는데 다시보고싶어도 제목도몰라 주인공도몰라 못찾았는데 진짜 힘들게찾앗써요ㅠㅠ진심행복함,Saw it as a kid without knowing the title — spent years trying to find it again with nothing to go on ㅠㅠ found it at last. Pure happiness.
49941,다시 보라카이 가고 싶네요 재밌게 잘 봤습니다,Makes me want to go back to Boracay. Thoroughly enjoyed.
49995,10 알바드랍 즐.드럽게 재미없음.애가 혼자 상상한거고.여동생 안죽었고 살아있음.,"The 10s are shills, whatever. Dreadfully boring. Spoiler: the kid imagined it all and the little sister was alive the whole time."
