id,text,label
18136,아니 전수경씨 겁나 웃겼음; ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 감기 부터 시작해서 화약병까지!!! 아나 최공! ㅋ,1
18137,참...이런 엉성한 스토리로 영화를 찍다니...배우들이 아깝따!,0
18138,"포피가 부럽다. 그녀의 긍정적기운, 미소, 유머, 생활방식... 모두. 예쁘진 않아도 자신만의 개성이 강한 청치마와 부츠 화려한색의 옷을 즐겨입는 패션감각까지... 처음엔 그저그렇다가 엔딩으로 갈수록 인상적인 기억으로 남을 영화.",1
18139,솔직히 이게5점은 아니다.,1
18140,나도 이거 예전에 넘 잼나게 봤어요~ ㅋㅋ,1
18141,감독의 내머리속의 지우개와 여주인공의 러브레터를 기대했다가 뒷통수 맞은 기분~,0
18142,도대체 뭐가 재밌다는건지 도통모르겠음. 효과도 완전 90년대수준 내용도 저질,0
18143,"감독이 무슨 생각으로 이런 영화를 만들었는지 모르겠다. 이게 무슨 2012년에 나올법한 영화인가? 정말 재미없고, 스토리 개엉망이다. 둘다 연기도 정말 못함..최악의 영화 중 하나, 완전 비추! 보면 후회함..",0
18144,이해가안간다 해외평론가들도오히려4보다 점수훨씬높게쳐준다1.2가워낙뛰어나서그렇지 3자체로보면 8점이상영화는확실하다,1
18145,스탤론의 전형적인 막무가내파식 오락작품,0
18146,시간이 아까움,0
18147,7점대는 나와줘야지,1
18148,김현중 연기 진짜못하더라 ㅋㅋ,0
18149,이말이 정말 공감된다. 10명중 8명이 싫어하지만 나머지 2명의 마음은 꽉 붙잡는 영화,1
18150,유쾌 재미,1
18151,"재미있게 보았고, 장면간의 연결이 아쉽지만 배우들의 연기력이 좋았습니다.",1
18152,순수하게 영화를 보고 평점했으면.. **21알바이신지..안타깝다..,1
18153,그냥 카밀라 벨 이 귀요미 임 ㅋㅋㅋ,0
18154,210화 머리에 칼꽂힌 박기준아저씨 17일에 수술한다고했는데 어떻게됐나요? 수술결과알려주세요ㅠ제발 수술잘되셨으면좋겠는데ㅠㅠㅠ,1
18155,포스터와 달리 진지하다.굿!!,1
18156,"재미도 있고 감동도 있고, 우린 누구나 멋진 꿈을 꿀 수 있다! 늦지 않았다",1
18157,정말 답이 없는 영화 ㅡㅡ..,0
18158,도대체 뭔 얘기하는건가 궁금해서 결국 끝까지 봤지만...김기덕삘 약간에 그저 자극적이기만 했다.,0
18159,평점 5점이하주는 사람들은 무슨 대단한 영화를 보겠다고 그런건지?? 저는 가족들과 보기에 부담없고 즐거운 영화였습니다.,1
18160,이런게 스릴러지~더 완성도가 높았으면 하는 아쉬움도 있지만 충분히 몰입된다,1
18161,너무 재밌게 잘보고 있는 드라마네요~회가 거듭할수록 더욱 재밌어지는것 같네요.좋은 드라마로 기억될것 같습니다.,1
18162,마누라랑 아들 부르면서 사랑한다고 말할때 울컥했다ㅠㅠ,1
18163,진짜 추억의 시트콤이다. 완전챙겨봤는데,1
18164,정말 재미있었어요.,1
18165,"2시간이 살짝 넘는게 흠이지만, 반전이 매력있는 영화!@",1
18166,한참을 힘들었다. 프랭크처럼 살고 있으면서 에이프릴이고 싶었다.,1
18167,지존쩌네요ㅌㅋㅋㅋ흠ㅇ,1
18168,"최근에 에피소드1 부터 끝까지 다봤지만 아나킨은 다스베이더가 되고도 사랑의힘은 못 이기는거같다 연인 파드메, 아들 루크스카이워커 등",1
18169,왠만하면 영화 끝까지 보는데 이건 정말 짜증나서 끝까지 못보겠어서 보다말음 ㅡㅡ,0
18170,최고의범죄수사드라마 시즌3는안나올거같은마지막에완전서운함 ㅜㅜ시즌3만들어주셈 F잡아야져,1
18171,첨엔재밌었는데 중간부터 정신병자집합소로 변신어디까지가나보자 하고 끝까지보는데볼때마다 어이가없더니 결과는 헐~~그래도습관처럼찾아봤던 ^^;; 왜 저렇게밖에못만들었을까,0
18172,개인적으로 1을 가장 높게평가한다 최고다,1
18173,마지막 기자오 한공주와의 인터뷰 장면에서 얼마나 안고 싶었을까 얼마나 사랑한다고 말하고 싶었을까 그걸 참고 있는걸보면 참 잘만든영화에요 마지막에 차안에서 마지막을고하고 키스하는 장면이 왜그렇게 눈물이 나는지 정말 잘만든영화,1
18174,이정진 답답한캐릭; 범인이누군지 복선이라도 있으면 좀뜬금없긴하네 4점이 적당한듯,0
18175,코믹영화라해서 봤는데 ..휴...이걸 끝까지 본 내가 대견하다..재밌어서 끝까지본건 아니고 일단 본건 봐야됬기에.러닝타임도 비교적 짧고.그래서 봄.,0
18176,"일단 이다해씨 너무 이쁘시네요, 무엇보다 정말 부잣집 공주님같으세요. 마이걸때도 애청자였던 저로서, 더욱더 출중한 연기력으로 돌아오신 두분, 진정한 악역이 어떤 건지를 보여준 이덕화님, 센스만점 감초역할의 박철민님, 보는내내 몰입할수있게 해주네요.",1
18177,"또 다른 세계를 향한 그 몸부림이 처절하도록 찬연하다. 비록 무수한 고통과 슬픔이 동반되더라도, 그 싹 멋지게 피워나가길!",1
18178,"따뜻했고, 정감있었다. 진부하고 뻔한 스토리여도 좋았던 영화인것같다.",1
18179,최고다. 정말 최고라는 말 밖에...,1
18180,여자라면 누구나 좋아하고 좋아할수밖에 없는영화.,1
18181,"절대 보지 말것에 동감..밑에 park****, cart**** 재대로 사기치고 있네..특히 cart**** 코멘트에 땜에 봤다가 멘붕올뻔 했어요..",0
18182,장애인을 비정상적인 존재라고 생각하는 사회사람들의 편견을 일깨워주는 영화,1
18183,이시영 왤케 이범수 입술 자꾸 물어 뜯어? 조낸 가학적이네,0
18184,스릴러.서스펜스.. 이 두가지는 뭔! 생각으로 지어 낼걸까요?인간으로써.. 책임감 있게 삶은 살아야 되는거지만... 이건 아님!!!,0
18185,넘 재미있당,1
18186,뻔한설정... 그리고 스토리.. 하지만 두사람의 사랑... 정말 감동적이다!!!,1
18187,"조여정이라는 배우 참 좋아 함.클라라가 뻥을 치건 말건 상관 없음.노출도 관심 없음.영화만 놓고 말 하겠습니다.연기를 잘 하는것도 아니고.시나리오가 좋은것도 아니고.웃긴것도 아니고.감동,전달력도 그닥. DVD보다 시간 아까워 껐네요.",0
18188,아이들에게 집에 소중함을 일깨워주는 영화였어요,1
18189,나른한 겨울밤 자기전에 보기 참 좋은 편안한 영화,1
18190,콩은 두번말해야지콩은 두번말해야지,0
18191,잘봤었슴...너무빨리끝나버렷지만.......,1
18192,재밌어요♥_♥,1
18193,정말 꼭 추천하는영화입니다,1
18194,"재밌네요 제목 보고 별기대안했는데 남자인 사람 마니 공감할거같아요 판타지를 잘 채워준, 다만 마지막 결말에선 강렬한 키스만 나누고 헤어지는게 더 나았을듯 해요ㅎ9점 여자 세명다 이쁘고, 음 하튼 여친뺏어가는 그런놈들 실제있죠 잘봤습니다 재밌네요 굳",1
18195,그냥 너무 풋풋하고 신선한 느낌이었던거 같다.. 너무 좋았다,1
18196,오래 마음 속에 남는 잔잔한 영화,1
18197,배우연기도내용도좋아요몰랐던작품이엇는데 추천요,1
18198,이런 OOO기 같은건 나도 만들고 연기도 할 수 있겠다,0
18199,anyway ~ 일상 속 그 느낌,1
18200,굶주린 총각이 재미있게 볼수 있을법한 영화,0
18201,허접하구 구리네. 그냥 피식웃음나옴. 영화가 어떻든 어느인간들은 보면서 감정이입 대리만족하면서 옳소하구 맞장구칠듯 ㅋ,0
18202,인생 최악의 영화 알바들 많네요,0
18203,충분히 5개,1
18204,이영화 만드신분이랑 출연하신분들 양심있으면 자폭하세요.. 우리사회에 불필요한 암덩어리같은 존재입니다... 욕나오네요,0
18205,도망가는 것 말곤 아무 생각이 없는 영화.,0
18206,비서 아줌마 말고는 볼 게 없다 이 나라에 메리 포핀스 아는 사람들이 몇이나 되나,0
18207,표절표절표절표절표절,0
18208,OOO기영화 볼것하나없는 최악영화,0
18209,영화 포스팅 했습니다 ^^ http://blog.naver.com/hanainde/220012850005,1
18210,작~은 레오니~ 큰~레오니~ 뚱뚱한 레오니~,1
18211,현실을 한번더 돌아보게 해주는 영화. 결국 사람은 사람과 함께 아픔을 나누며 살아가는존재,1
18212,좀 나잇값을 해야할거같음,0
18213,진짜 철부지가 부족하네,0
18214,실화라는 소재만을 믿고 너무 대충 만든 느낌이 나는데. 많이 엉성하다.,0
18215,그냥 ...짱임...,1
18216,애들이 정말 좋아하네요 ㅎㅎㅎ 강추 입니다!!,1
18217,뭔가 더 있을거같은데....겨우 이거야....???,0
18218,이런게 개봉한다니...,0
18219,여성의 입장에서 바라보는 잔잔하면서도 기분이 묘해지는 느낌,1
18220,"김보연씨 이 영화는 바둑영화도 아니고 조폭영화도 아닙니다.인생을 다룬 영화입니다. 영화도 대충보고 지껄이지말고, 평론 똑바로 하세요. 역겹습니다.",1
18221,그동안 본 드라마 중 최고에요. 명작이네요.,1
18222,전작을 떼어놓고 본다면 10점,1
18223,"적당한 비현실이 좋았다.실현가능한걸까? 싶은건 나름의 과학적 사고가 존재했고, 과학요소로 인해 다소 딱딱한 느낌이 들기도 하나 인물들간의 긴장감, 애정들로 인해 오로지 SF가 아닌 판타지 느낌도 든다.다만 인물들의 극적인 감정변화와 관계도가 아쉬웠다.",1
18224,너무재밌어요,0
18225,여자 배우들이 맘에 듬 ㅎㅎ,1
18226,진부함속의 뭉클함에 여운이 남는다소방직 경찰직 분들 힘내세요!,1
18227,공포 ㅡㅡ 돈낭비 시간낭비 이런걸 만드냐 OO눈버렸다 별 반도아깝네,0
18228,"2004년 명작이지,,,",1
18229,A급 따르려는 B급 정서의 C급 연출.,0
18230,완전 잘만들었다.. 우울하기 그지없을 소재일수 있는데 최악의 상황들은 다 보여주면서도 인물들 감정을 넘 잘 살리신..감독!~파랑주의보도 초 순정이었는데... 그런 어른들이 나이 든다고 해서 그냥 일만하며 /자기 얘기 들어 줄 사람도 없이/ 사는..,1
18231,몰입도도 좋고 재밌구만 평점이 이리 낮지?마지막이 좀 허무하게 끝나는감이 있긴한데 재밌게 봤네요,1
18232,재미없는 막장 컨셉의 본보기,0
18233,워터월드 쇼에 비해서 영화는 별로라능,0
18234,한석규 연기때문에 주고가는 10점,1
18235,여자는 사랑을 찾아 떠났지만 이전과 비슷한 감정을 느끼게 되고....참으로 씁쓸했다,1
18236,재미있었어요 또보고싶네요,1
18237,20번 넘게봤는데 아직 최고다!!,1
18238,좋네..ost도 괜찮고.,1
18239,10점 만점에 10점.. 사실 9점정도지만.. 평균 평점을 올리기 위해 10점 준다. 독특한 소재의 공포영화.. 반전도 있고 인간의 심리를 리얼하게 보여주는 공포영화다. 믿느냐 믿지 않느냐.. 내가 본 최고의 공포영화 탑3에 든다. 공포보단 심리 스릴,1
18240,욕만 많이없엇으면 평타는 찍엇을영화,0
18241,뭐 이딴..ㅡㅡ 영화가..,0
18242,많은 드라마를 봐왔지만 이건너무 잘만든것 같아....,1
18243,중독자인 돌 감독이 약기운이 덜 떨어진 채 만든 영화.,0
18244,나탄과 아빠의 약속은 우리 모두가 지켜야 한다,1
18245,웃으려고 한건 아닌데..왠지 웃겨서..유승준 특수부대 운운하는데..공익도 싫어 도망간 넘이..ㅋㅋㅋ,0
18246,"한국애로영화가 나아가야할, 지향해야할 스토리, 캐스팅",1
18247,이렇게 허술한 스릴러 영화가 또 있을까,0
18248,최민수님역시!!!요번에 배역 정말 잘맡으신듯~~~다른말이 필요없는듯합니다재밌게잘보고있어요 힘내세요!!!!,1
18249,런닝맨 꾸준히 잘챙겨보고있어요!! 너무재밌어요!!,1
18250,1편보단 재밌었는데 티라노 등장이 적어서 아쉽,1
18251,님들이 제일 궁금한거~?? 야한장면 거의 안나옵니다. 영화가 너무 잔잔해요~ 보실려면 잠 많이 자고 나서 보시면 될듯합니다. 마지막에 반전이라고 하는데~ 뭔가 좀 어설프고~ 막~ 아무거나 갖다가 붙인 느낌이네요~ 포스터 만드는데 돈 많이 쓴듯..,0
18252,"농구 볼줄도 모르는 사람인데 오늘 혼자 소리 지르고 난리 났었음,,하나 같이 다들 멋있었어요,,,고생하셨어요 예체능 화이팅!!",1
18253,너무너무재밌어요 빨리 다음화가 기대되요!!,1
18254,김명곤 때문에 엄청 울었었다. 완전 강추.여운이 깊~게 남는 영화~,1
18255,우리 나라 드라마 계가 망해간다는것을 몸소 보여준다. 연기력 쓰레기에 그리 좋은 스토리도 아닌데 이렇게 호응해주는 사람들이 신기할 지경. 왕의 연애 소설이나 다룬 작품. 역사적 사실이 담겨있지도 않은 사극을 봐봤자 몰입도도 떨어지고 말도 안되는 설정.,0
18256,이게왜 영화 사이에있어 짜증나게 빠순이들이나 쳐봐,0
18257,뭔가 소재는 신선한거 같기도 ㅋㅋ 안성기의 무게감과이 돋보이네요 ㅋㅋ,1
18258,김수현멋있음 액션씬도짱,1
18259,재미없고 야하다..,0
18260,지루하다라.. 지루보단 대사 하나하나가 다 의미를 두게된다..꼭 보시길..,1
18261,프랑스영화는 역시 쓰레기,0
18262,액션신 너무 현실성없음.. 찔렸다고 휘두르고있던 검이 그대로 멈춰버리는건 뭐죠 명량같은 경우엔 찔려도 너죽고 나죽자 식으로 달려드니 그나마 현실성있었는데 이건 찔렸다고 일시정지해버리니 영화에 가오가 너무심함,0
18263,"앞으로 다른 쉐프들 승부도 믿을 수 없다. 뒤에 어떤 스폰이 붙느냐, 제작진이 누구 밀어주기로 작정하냐에 따라 별의 주인이 왔다갔다 할거다. 이번회는 셰프들에게 달아주던 별에 순식간에 먹칠을 한 거다.",0
18264,좋습니다. 생각하게 하는 영화네요 ~~,1
18265,김민의 혀짧은 대사가 드라마를 망친겨우,0
18266,시간 떼우기 용,0
18267,진짜 구성 연출 연기 스토리 모든면에서 경악스러웠다. 악마의 영화.,0
18268,"고민많고 시련과 아픔을 겪는것 같지만, 모두 주변에서 해결해준다.",0
18269,"배우들의 연기력, 감독의 연출력 뭐하나 맘에드는게 없는영화. 단 스토리는 잘 다듬으면 좋은소재로 발전할듯",0
18270,19곰테드1 진짜 재밌게봤는데 2편도기대됨!!!!,1
18271,"욕하지마라, 이영화는 미국 비디오판매순위 1위했단다..",1
18272,발연기와 엉성한연출.. 어이가 없어서 어디까지하나 끝까지봄,0
18273,유쾌 상쾌 다보고나서 흐뭇해지는 영화~,1
18274,이영화 시빌라시스템 = 일본2차대전의 뇌를 계승한 전범 우익정권 과 평화헌법... 그들이 다시 식민지를 지배해도 되는지 조심스럽게 묻고있지않은가??? (총리의 사퇴...?),0
18275,이런 걸 뭘 영화로까지 만들었대? 뮤지컬은 또 뭐야?,0
18276,볼만한 드라마였는데.. 누구때문에 조기종영 되었지.. ;;;,1
18277,잔잔하다...독립영화급 액션물,0
18278,시작부터 지루하다 드라마 야인시대가 백배낮다,0
18279,혁명이였지않았을까조심히생각해본다,1
18280,에이리언 씨리즈는 단편 하나만 놓고 평가할 수 있는 그따위 것이 아니다.,1
18281,아무리 못해도 평점 7은 되야할 영화라 10넣고 감.,1
18282,외계인들!~포스터가 독특해서 봤는데보면서 계속 빨려들어갔네요재밌는 영화 팟팅!~^^,1
18283,종북 다큐도 좀 만들어 주세요,0
18284,이 영화는 최악이자 죄악이다,0
18285,성지순례하러 왔습니다!,0
18286,난 이 드라마 정말 재밌게 봤슴다,1
18287,여기 평글 보지말고 보세요. 먼저 봤으면 큰일 날뻔..,1
18288,"서툴어서 사랑스러워. 마을도, 두 주연 배우도 모두 사랑스러워",1
18289,독특한 결말.. 그러나 맘에 들었다..,1
18290,긴장감 없는 스릴러는 무섭지 않은 호러물이고 웃기지 않은 코미디이다,0
18291,미스터 빈과 유쾌한 여행을 같이하고 온 느낌(?)입니다 ㅎㅎ,1
18292,할머니생각이 많이납니다...정말가슴아파여...진솔한내용같아 너무조았어여~,1
18293,네이버 4.55점은 이 영화가 한국 관객에게 매긴 점수다. 명작은 아니어도 좋은 영화.,1
18294,활기차게 출발했지만 어느 순간부터 로맨스에만 안주하려는 안일한 전개에 오지영 우쭈쭈에만 초점을 맞추다보니 전체적인 분위기는 처지고 주변 인물들은 죄다 붕뜬 느낌. 처음에는 분명 대진운 영향이 있었지만 나중에는 드라마 수준에 맞는 시청률이 나왔다고 생각,0
18295,"휴... 별1까진 아닌데 별점이 너무 높아서 내리려고 1개. 3개정도가 적당한듯... 내가 덴마크 사람들의 심리와 맞지 않는건가, 영 엉성했음. 영상이나 배우들은 좋았음.",0
18296,모두 이해했다고 할 수있을까?,1
18297,잼있는건 평점낮고 이처럼 잼없는건 평점높고..너네 이럴래,0
18298,"괜찮은스토리, 하지만 끝은 뭔가모를 이찝찝함 -0-",1
18299,여행중의 이런요행 바라고 싶내요 ㅎㅎ,1
18300,진짜 간만에 한국 고전 액션 잘 봤습니다. 이런 깡패 영화 넘 좋아요~ 투캅스 깡패수업를 이어주는 계보구만,1
18301,배우들의 표정부터 다른 드라마.일반적인 한국드라마와는 매우 다르고 줄거리도 전혀 어색하지않고 사실적이라 딱딱한 느낌이 든다특히 추적자 이후 발전된 촌철살인은 일정 배경지식을 가지고있어야하고 1회만 놓혀도 갈피를 못잡아서 이런 시청률굴욕을 당하는거같다,1
18302,너무재밌게 봤어요...,1
18303,아름답다. 절제미의 좋은 단편 소설 읽은 듯한 여운.,1
18304,잼나요 둥탄 아주매 염정아씨 홧팅이요,1
18305,별로다 별로다 별로다 별로다 재미없다,0
18306,이거 재밌는데...,1
18307,"아아, 이와이 슌지...",1
18308,이것도 재미가 없구나...,0
18309,뭐 애들은 그럭저럭 보더라구요~,0
18310,정말 나도 533명의 자녀가있었으면 하는 생각이나도록 감동깊게 감상한 영화중 TOP 1 인 영화입니다. 이렇게 감동적이고 재미있는 영화는 제가 살면서 여탯것 없었습니다. 이영화를 통해서 저에게 꿈을 주었고 이영화를 통해서 얻은 꿈을 활용하도록하겠습니다,1
18311,"설원, K.D랭, barefoot .정말 끝짱... 영화제목 맘에들어 봤다가 반해버려 소장中",1
18312,와 무슨 말이 더 필요할까,1
18313,개연성 없고..쓸데없이 나오는 귀신들.. 공포물이 웃기긴 처음 ㅋ,0
18314,어이 없는 리메이크,0
18315,"브금이 좋다고 재미있다는거 속지마세요, 아는분에게 물어봤는데 초반은 괜찮았지만 후반에 Deep빡쳤다고 합니다. 별명은 브금크라운",0
18316,연예인이라는 이유로 성우들 일자리까지..,0
18317,이것이 진정 인간이 만든작품입니까? 정말 최고의 작품입니다 시걸형님 존경합니다 옥체보존하시옵소서,1
18318,딱 내 스타일이다!!!!,1
18319,재밌음 재밌는데 마지막 억지감동때매 쫌 별로,0
18320,내용이 지지부진하고 점점 엉성해지네요 사건진행이 전혀 말이안되는듯 합니다,0
18321,대박임 ㅠㅠ,1
18322,"보는 내내 잔잔하고, 셀러였다.",1
18323,짱짱맨 재밌어용~~ 휘휘휙귀~~,1
18324,상영 내내 싸움만 하는듯...,0
18325,전혀 새로움이 없이 전작을 그대로 답습...앞으로 나오지 않을듯~~,0
18326,재잘거리는듯한 일상의 무게로 철학을 이야기한다,1
18327,재밌네염 같이간 애도 재밌다고 하니깐 19점 드릴게여,1
18328,매우 훌륭한 작품이라고 생각 됩니다. 간만에 좋은 영화 보았네요.,1
18329,-_- 재미없어,0
18330,"불쌍하기 그지 없는, 휴~~~",0
18331,진짜 졸면서 봤다 ㅋㅋ,0
18332,패션 오브 크라이스트에 비한다면야 보잘것 없다. 참고로 예수로 나온 배우 진짜 얼띠기 같이 연기함. 6점 줄래다가 결말 보고 1점 준다.,0
18333,목소리 안나오는 건 이해되고 다행이기도 하고. 캐스팅은 잘한거 같은데 왜그래...,1
18334,내용은 그래도 그냥저냥 잘봤어요,1
18335,아깝다..재미가 엄네..,0
18336,누구보단 잘할것 같다.,1
18337,이게 무슨 영화얔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이랬지만 서교 나왔으니 십점,1
18338,첨엔 아팠는데 나중에 따뜻해짐. 멜로 영화중 최고,1
18339,공각기동대 극장판의 최고봉!,1
18340,옛날에 극장에서 이거보다가 잠들어서 기억도안난다마는... 지루했다 총소리가 그렇게심한데도 잠이들정도였으니...,0
18341,"단연, 올해 최고의 영화 (하반기까지 감안해도)",1
18342,굳굳이굳굳굳굳이굳굳굳굳,1
18343,평론가 말씀중에 심장은커녕 피부도 못뚫겠다는데 엄청 공감되네요ㅎㅎ 연기는 좋았지만 스토리가ㅋㄱㅋ,0
18344,그냥 쓰레기중쓰레기 이런영화를 왜 수입해와서 ㅋㅋㅋ 미치겠네,0
18345,최고의 결말....,1
18346,"한 컷 한 컷이 일반인의 시각에서 볼때 왠지 기분 나빠지고, 해괴망측한 영화내 인생 최악의 영화",0
18347,얽히고 설킨 재미없는 난장판.,0
18348,영화관에서보면 돈아까움.....,0
18349,추억의 영화 ㅋ,1
18350,2탄만든거 용감하나 1탄과 더불어 쓰레기다,0
18351,최고다!!!! 또봐도재밌음 멋짐,1
18352,재미있습니다!!!!,1
18353,확실히 내 스타일은 아니야,0
18354,영화 자체도 좋았지만. 아오이유우 때문에 모에사 할뻔했다.,1
18355,지금 다시 만들자,1
18356,조던 연기도좋았고 감독도 영화잘만든듯...조던은 와이어에서도 그런연기를하더니 ...어릴때라 첨엔누군가했네 ㅋㅋ 화려한건없지만 첨부터 내내몰입되게 잘만든듯..,1
18357,"올가 쿠릴렌코,79년생 흡입력있는 매력적인 배우...",1
18358,다들 짐작하듯이...,0
18359,유명한 씬 가짜인거 표가 나지만.. 감독 배우들 특수효과 모두 쩔었다,1
18360,영화보며 황홀한 꿀잠 굿,0
18361,좋다....!,1
18362,소재는 참신하나...그렇다..,0
18363,아이들의 눈으로 바라본 세상. 어릴적을 추억하게 만든 영화,1
18364,있을 건 다 있는데 지루하다.. 민수 큰 형님은 연기같지가 않다..,0
18365,"처음으로 평 써본다, 진정으로 화가 나는 것은 재미없다, 개연성이 부족하다, 상투적이다, 등 이런 감상평 자체를 할수 없는 영상물이다. 딱 한가지만 얘기하면 화상캠 녹화되는 설정은 감독이 영화 찍다 까먹었니?",0
18366,아 왜 이영화가 트라이앵글 3개의영화중에 메인으로 뜨는건데 미국영화 트라이앵글로 바꿧으면;;,0
18367,절망이 아닌 희망으로 사는 장애인도 똑같이 대우받아야 합니다,1
18368,저때의 시대와 지금의 시대는 하나도 달라지지않았다.,1
18369,참 평화로워요.,1
18370,재미있게잘보고있슴당,1
18371,평점이 의외네 일베애들 마음에 쏙 들만한 영환데?,0
18372,너무 이쁘고 영화도 재밌어요,1
18373,"5년만에 다시 보는데 배우들의 연기도 좋고, 연출도 좋지만.. 중반 이후 억지 구성이 여전히 거슬린다.. 8점!!",0
18374,기타노 타케시가 여기에 출연했다니...,0
18375,닭치고봐야할영화임 치느님 ㅇㅅㅇ..,1
18376,앵무새가 철수바보할떄 재밋었음 ㅋ,1
18377,꿀잼♥너포위완전 좋아요.,1
18378,본스리즈와 테이큰을 섞었으나 엉성한 스토리로 엉망진창 그자체임. 주인공은 혼자서 할줄 아는건 액션이외에는 아무것도 없음. 주인공의 연기력으로 극복하려 하나 후반으로 갈수록 느려지는 템보는 그마저도 막아버렸다 총체적 난국 그자체...,0
18379,드라마안본지 1년넘어가는데 박초롱이 이드라마나온다길래한번봐밨는데 박초롱을떠나서 드라마자체도너무재밌어요ㅜ 4화까지다본결과 제일큰장점인.. ost.. 진짜너무좋아요ㅜ한두개가아니라 매회마다 노래들이새롭게많이나오더라구여 스토리도진심 설레게하는기분ㅜㅜ,1
18380,로코중에 진짜 꿀잼이네요 되게 재밌게본 ㅠㅠ 호텔킹보다보면 문득 마이걸이생각나는..?,1
18381,이거 기대하고 봤다간 큰일납니닼ㅋㅋ,0
18382,우하하하하하.. 어처구니 없는 영화,0
18383,한개도 아깝다 -_-...,0
18384,아 진심싫다...,0
18385,이거평점믿지 마셈ㅋㅋㅋㅋ이게어떻게7점인지가 더 무섭네,0
18386,아빠 ㅠㅠㅠ,1
18387,많이 좋지않음 ....인간극장이 더 재밌음..-_-;;,0
18388,이 OO는뭐 어쩌라는거,1
18389,최고의 여배우들...조연들 역시 명품배우들...음악...시각... 훌륭,1
18390,1을 안보려고 하다가 그나마 본거 돌프룬드그렌 때문인데 룬드그렌이 안나오면 안봐도 뻔할뻔,0
18391,정말 재밌는영화 이때는 20대인줄알았는데 31살이었군,1
18392,이런 코미디 영화가 또 있겠나? 이 영화에 쓰인 배우들이 불쌍하다.,0
18393,긴말필요없이 한번쯤은 꼭봐야되는 영화,1
18394,제 학창시절때 한 20번이상 봤는데 다시 봐도 재밌네요,1
18395,그냥 물 흘러가듯 벌어지는 일처럼...,0
18396,경규옹 영화는 10점입니다,1
18397,와 ㅋㅋ 대박 ㅋㅋㅋㅋ정말 앵간한 영화 다보는편인데 이거 정말주성치만 믿엇다 .. .진짜 ㄱ ㅐ쓰래기 영화다 ....할말이없네 ..0점이 없는게 아쉽ㄷ ㅏ.,0
18398,"오늘편 완전 몰입했어요 어금니 악~물정도로... 의사형님 너무 멋지네요 제 속이다 후련 , 통쾌! 아가씨들은 같은여자입장인데 꼭 저렇게 싸가진지 모르겠어요요번편 너무 잘봤네요 최고에요!",1
18399,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진짜좀비는 대위다 대위안죽어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
18400,유치의 극치.,0
18401,감독이 아랍인이었을때부터 맘에들지않았다,0
18402,굳좋아요좋아요ㅎ좋아요,1
18403,영화관 가서 보지마라.. 적어도 몇개월전에 p2p에 풀렸다..,1
18404,완전 감동적이다,1
18405,왠만하면 '킬링타임용'이라고 평가해주겠는데 이 작품은 시간도 아깝습니다. 비슷한 스토리의 '팬도럼'이 10배는 더 볼만했음. 차라리 TV드라마로 만드는게 그나마 나았으려나..?! =ㅠ=;;,0
18406,별 기대 없이 봤는데 그대로 별 재미 없이.. 끝난 영화 같아요애니의 특성상 귀여운애들 몇 말고는 개그맨들 더빙이 더 몰입도 저하 시키는듯 하구요. 하지만 아이들이 보기에는 무리없을듯.. 딱 어린이 애니메이션 으로는 좋습니다.,0
18407,이 영화는 로버트드니로의 더팬처럼 마지막 장면을 봤을때 뭔가 찡한 울림이 오는 영화다.,1
18408,"뽀로로 1기, 초등6학년 되었습니다^^ 13살 아직도 ♬노는게~ 젤좋아♥",1
18409,장애인을 사랑하개된 드라마 정말 감동적!!!,1
18410,일본 아줌마들용 영화. 근데 일본 아줌마들이라고 이렇게 무시해도 되는거냐,0
18411,태어나서 본 영화중 최악...,0
18412,무협영화가 갈수록 퇴보하는데 검우강호는 그나마 건진 영화같네요 재밌어요~,1
18413,평점 조절 좀 하겠습니다. 그래도 장점이 많은 영화였구요 롱테이크가 인상적이었습니다..,0
18414,이런걸 미국까지 가서 찍어서 개봉한다니.. 어색한 발연기에 어색한 한국어는 뭔지? 최민수 경력에서 지워야할 영화,0
18415,굿...와우이오가키,1
18416,우베볼은 여기 비하면 명감독이다,0
18417,정말재미없음감동으로밀고나가면 좋겠는데,0
18418,소설이 낫습니다.......소설보세요.........,0
18419,"좋은 주제곡, 매력있는 남녀 배우, 좀 특별했던 엘리자베스 구태의연한 내용",0
18420,양조위 좋아해서 별점준다... 영화는 뭐...,0
18421,홍콩영화의 추락에 결정적으로 한몫한 작품,0
18422,"반강제 돈 나누기, 상의없이 돈 뿌리기, 거기에 바람까지 피고...참 착하죠잉?",0
18423,아 춤이면 춤 노래면 노래 어느 하나 빠질게 업내요 .. 정말 보고 십내요 .,1
18424,난 너무 잼나게봤음!,1
18425,왜이런 쓰래기를???,0
18426,내가 이걸 개봉당시 극장가서 봤지.사람들 반응 좋았다 ㅋㅋ 김지운 역시 어디서 본건 많아가지고ㅎㅎ,1
18427,재미없네.. 그냥 내 의견임... 스토리라인도 별로고,0
